City_ID,City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
660,660,Tabou,CI,4.423,-7.3528,81.27,77,56,7.85,broken clouds
661,661,Bartica,GY,6.4,-58.6167,79.12,70,92,3.18,light rain
662,662,Ishigaki,JP,24.3448,124.1572,84.02,70,5,14.72,clear sky
663,663,Am Timan,TD,11.0297,20.2827,85.15,68,82,3.24,broken clouds
664,664,Tongliao,CN,43.6125,122.2653,55.4,71,0,7.02,clear sky
665,665,Sainte-Marie,RE,-20.8968,55.5496,71.76,78,90,16.11,overcast clouds
666,666,Mezen,RU,65.8522,44.24,44.13,99,100,6.42,light rain
667,667,Sabang,ID,5.8933,95.3214,81.73,74,100,21.41,light rain
668,668,Jumla,NP,29.2747,82.1838,61.2,93,85,0.89,overcast clouds
669,669,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,48.79,87,40,2.24,scattered clouds
670,670,Lachhmangarh,IN,27.8214,75.0251,82.53,72,48,11.45,scattered clouds
671,671,Acapulco,MX,16.8634,-99.8901,82.22,78,1,3.44,clear sky
672,672,Imbituba,BR,-28.24,-48.6703,67.89,95,100,14.25,light rain
673,673,Inverell,AU,-29.7833,151.1167,46.53,70,0,4.21,clear sky
674,674,Bereda,ES,43.2686,-7.5406,77.41,77,53,7.65,broken clouds
675,675,Savannakhet,LA,16.566,104.751,74.8,95,100,4.0,overcast clouds
676,676,Sakakah,SA,29.9697,40.2064,101.77,14,0,9.42,clear sky
677,677,Lanxi,CN,29.2195,119.477,75.63,91,100,3.89,light rain
678,678,Romny,UA,50.751,33.4747,67.08,39,16,5.73,few clouds
679,679,Honiara,SB,-9.4333,159.95,76.3,88,44,6.15,scattered clouds
680,680,Goderich,CA,43.7501,-81.7165,69.03,68,0,14.97,clear sky
681,681,Arlit,NE,18.7369,7.3853,104.56,15,39,5.68,scattered clouds
682,682,Sorong,ID,-0.8833,131.25,77.47,90,96,9.66,overcast clouds
683,683,Mareeba,AU,-17.0,145.4333,65.12,84,100,10.09,light rain
684,684,Isetskoye,RU,56.4858,65.3226,47.01,79,100,12.73,overcast clouds
685,685,Manicore,BR,-5.8092,-61.3003,91.35,58,20,8.05,few clouds
686,686,Miles City,US,46.4083,-105.8406,65.37,39,1,0.0,clear sky
687,687,Yakeshi,CN,49.2833,120.7333,38.88,75,3,3.33,clear sky
688,688,Saint-Pierre,RE,-21.3393,55.4781,71.28,69,0,2.3,clear sky
689,689,Mwinilunga,ZM,-11.7358,24.4293,89.78,13,15,8.16,few clouds
690,690,Orange Cove,US,36.6244,-119.3137,83.48,41,1,5.75,clear sky
691,691,Tefe,BR,-3.3542,-64.7114,86.11,74,0,5.75,clear sky
692,692,Kletnya,RU,53.3897,33.2171,60.96,56,28,7.56,scattered clouds
693,693,Rapid Valley,US,44.0625,-103.1463,73.04,42,1,1.01,clear sky
694,694,Ulloa,CO,4.7044,-75.7403,67.44,88,75,4.61,light intensity drizzle
695,695,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,41,0,13.8,clear sky
696,696,Bestobe,KZ,52.4994,73.0975,49.14,65,43,9.4,scattered clouds
697,697,Hay River,CA,60.8156,-115.7999,55.38,82,75,6.91,broken clouds
698,698,Chumphon,TH,10.3333,98.8333,71.98,96,100,9.91,overcast clouds
699,699,Rorvik,NO,64.8621,11.2373,55.51,82,75,10.36,light rain
700,700,Oussouye,SN,12.485,-16.5469,91.58,68,74,8.99,broken clouds
701,701,Lander,US,42.833,-108.7307,65.52,38,1,3.44,clear sky
702,702,Inirida,CO,3.8653,-67.9239,80.08,77,99,2.51,overcast clouds
703,703,Zhangye,CN,38.9342,100.4517,70.66,20,2,5.97,clear sky
704,704,Tondano,ID,1.3038,124.9112,69.89,94,97,2.91,overcast clouds
705,705,Kalabo,ZM,-14.97,22.6814,97.14,8,1,9.62,clear sky
706,706,Atambua,ID,-9.1061,124.8925,71.46,79,37,7.09,scattered clouds
707,707,Quimper,FR,48.0,-4.1,71.67,78,75,8.05,broken clouds
708,708,Ambulu,ID,-8.345,113.6058,73.69,87,32,5.48,scattered clouds
709,709,Pimenteiras,BR,-6.2453,-41.4192,98.01,23,22,6.35,few clouds
710,710,Camopi,GF,3.1655,-52.3158,92.28,43,65,3.69,broken clouds
